"Read","L.Music","Cinema","Show","Exhib","Comp","Sport","Walk","Travel","Play.M","Collect","Volunteer","Mech","Garden","Knitt","Cook","Fish","TV","Gender","Age","Marital.St","Prof","N.Act"
"1","1","0","0","0","0","1","1","0","0","0","1","1","1","0","0","0","3","M","(65,75]","Married","Manual labourer","8"
"1","1","0","0","0","0","0","0","1","0","0","0","1","1","0","1","1","4","M","(45,55]","Married","Foreman","8"
"1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","1","0","1","M","(35,45]","Married","Foreman","13"
"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4","M","(55,65]","Remarried","Employee","2"
"1","1","0","1","0","0","0","0","0","0","0","0","0","1","0","1","0","4","F","(55,65]","Widower","Employee","6"
"0","1","0","0","1","0","0","1","1","0","0","0","1","1","0","0","1","1","M","(35,45]","Single","Manual labourer","8"
"1","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","F","(25,35]","Married","Unskilled worker","4"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","(35,45]","Married","Technician","0"
"0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","1","1","3","M","(65,75]","Married","Technician","4"
"1","1","1","0","1","1","1","0","1","1","0","0","1","1","0","1","0","2","M","(45,55]","Married","Management","12"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","M","(45,55]","Married","Manual labourer","2"
"1","1","1","1","1","0","1","0","0","0","0","0","0","1","0","0","0","2","M","(55,65]","Married","Management","8"
"1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","M","[15,25]","Single","Employee","3"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","F","(35,45]","Divorcee","Employee","2"
"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","F","[15,25]","Single","Employee","4"
"0","1","0","0","0","0","0","1","0","1","0","1","1","0","0","0","0","0","F","(35,45]","Divorcee","Employee","5"
"1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","3","F","(35,45]","Widower","Manual labourer","4"
"0","1","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","3","M","(25,35]","Married","Foreman","4"
"0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","F","(25,35]","Single","Employee","3"
"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","[15,25]","Single","Manual labourer","2"
"1","0","0","0","0","0","1","1","0","0","0","0","1","0","0","1","0","1","F","(45,55]","Widower","Employee","6"
"1","0","0","0","1","1","1","0","1","0","0","0","1","0","0","0","0","3","M","(35,45]","Married","Management","7"
"1","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","2","F","[15,25]","Single","Manual labourer","5"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","M","(65,75]","Married","Unskilled worker","1"
"1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","4","F","(45,55]","Married","Unskilled worker","6"
"0","0","0","1","1","0","0","1","0","0","0","0","1","0","0","0","0","4","M","(55,65]","Married","Manual labourer","5"
"1","1","1","1","0","1","0","1","0","0","0","1","1","0","0","1","0","4","F","(35,45]","Single","Employee","10"
"1","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","3","M","(55,65]","Married","Manual labourer","6"
"1","0","0","0","1","0","1","1","0","0","0","0","0","0","0","0","0","0","F","(35,45]","Married","Employee","4"
"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","F","(25,35]","Single","Employee","2"
"1","0","0","0","0","0","0","0","0","0","0","1","0","1","1","0","0","1","F","(55,65]","Married","Manual labourer","5"
"1","1","1","0","0","0","1","1","0","0","0","0","1","0","0","1","0","4","F","(45,55]","Divorcee","Unskilled worker","8"
"0","1","0","0","0","0","0","0","1","0","0","0","1","1","0","0","1","3","M","(35,45]","Divorcee","Unskilled worker","6"
"1","1","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","2","M","(45,55]","Married","Manual labourer","5"
"0","1","1","1","0","1","0","1","0","0","0","0","0","0","0","1","0","1","F","(25,35]","Married","Employee","7"
"1","1","0","0","0","0","0","1","1","0","0","0","0","0","0","1","0","4","F","(75,85]","Divorcee","Manual labourer","6"
"0","1","1","0","1","1","1","1","1","0","0","0","1","0","0","1","0","1","F","(25,35]","Single","Management","10"
"0","1","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","4","M","(25,35]","Single","Manual labourer","4"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","F","(75,85]","Married","Employee","1"
"0","1","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","4","F","(25,35]","Married","Foreman","5"
"0","0","0","0","0","0","1","1","0","0","0","1","0","1","0","1","0","2","F","(35,45]","Single","Employee","6"
"1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1","0","4","F","(25,35]","Single","Employee","11"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","F","(65,75]","Married","Employee","3"
"1","1","0","1","0","0","0","1","1","1","0","1","1","0","0","0","0","2","M","(75,85]","Married","Foreman","9"
"0","1","0","0","0","0","0","1","0","0","1","0","0","0","1","1","0","2","F","(55,65]","Widower","Employee","6"
"1","1","1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","1","M","(25,35]","Single","Technician","7"
"1","1","0","1","0","0","1","0","1","0","0","0","1","0","0","0","0","1","M","(45,55]","Married","Unskilled worker","7"
"0","1","1","1","1","0","1","1","1","1","0","0","0","1","0","1","1","3","M","(65,75]","Divorcee","Manual labourer","12"
"1","1","1","1","1","0","1","1","1","0","1","1","1","1","1","1","0","1","F","(45,55]","Married","Employee","15"
"1","1","0","1","0","0","1","0","0","0","0","0","1","1","0","1","1","0","M","(55,65]","Divorcee","Management","8"
"1","1","1","1","1","0","1","1","1","1","0","0","1","1","0","1","1","3","M","(45,55]","Married","Manual labourer","14"
"1","1","1","1","0","1","1","1","1","1","0","0","0","1","0","0","0","4","F","(35,45]","Married","Management","11"
"1","1","1","1","0","1","1","0","1","1","0","1","1","1","0","0","1","2","M","(35,45]","Married","Management","13"
"0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","M","(25,35]","Single","Unskilled worker","3"
"0","1","0","0","0","0","1","1","0","0","0","0","1","0","0","1","0","0","F","(35,45]","Married","Employee","5"
"0","1","1","0","0","1","1","0","1","0","0","0","1","1","0","0","1","1","M","(25,35]","Married","Management","9"
"1","1","1","0","1","1","1","1","0","0","0","0","1","1","0","0","0","4","F","(35,45]","Married","Employee","10"
"1","0","1","0","1","0","0","1","1","0","0","0","0","0","0","1","0","4","F","(35,45]","Single","Employee","7"
"0","1","1","0","0","1","1","0","0","0","0","0","0","0","0","1","0","4","M","(25,35]","Single","Technician","6"
"1","1","1","1","1","1","1","1","0","0","0","1","1","1","0","1","0","4","F","(45,55]","Married","Foreman","13"
"1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","M","(55,65]","Married","Foreman","2"
"1","1","1","0","0","1","1","0","1","0","0","0","0","0","1","1","0","3","F","(25,35]","Married","Employee","9"
"0","1","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","4","F","(35,45]","Married","Manual labourer","5"
"1","1","1","1","1","1","1","1","1","0","0","0","1","1","0","0","0","4","M","(25,35]","Remarried","Management","12"
"0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","1","0","4","F","(45,55]","Married","Employee","4"
"1","1","0","1","1","0","1","0","1","0","0","1","0","0","0","0","1","4","M","(65,75]","Married","Management","9"
"0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","1","0","4","F","(65,75]","Married","Manual labourer","4"
"1","1","1","0","1","1","1","0","1","0","0","0","0","0","0","0","1","3","M","(25,35]","Married","Foreman","9"
"0","0","0","0","1","1","1","1","0","1","0","0","1","1","0","0","0","3","M","(55,65]","Married","Technician","8"
"1","1","0","0","0","0","1","1","0","0","0","1","1","1","0","0","0","3","M","(35,45]","Single","Unskilled worker","8"
"0","0","0","0","0","0","1","1","0","0","0","0","1","1","1","1","0","4","F","(55,65]","Married","Employee","7"
"1","1","1","1","1","1","1","1","0","0","0","0","0","1","0","0","0","4","F","(55,65]","Married","Management","10"
"0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","4","M","(35,45]","Single","Unskilled worker","3"
"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","F","(75,85]","Married","Employee","3"
"1","0","1","1","0","1","1","1","0","0","0","0","0","1","1","1","0","4","M","(45,55]","Remarried","Management","10"
"0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","M","(45,55]","Divorcee","Manual labourer","3"
"1","1","0","1","1","1","0","1","1","1","0","1","1","1","1","1","0","4","F","(25,35]","Married","Employee","14"
"1","1","1","1","0","1","1","1","1","0","0","1","1","1","0","1","0","2","F","(35,45]","Married","Foreman","13"
"1","1","1","1","1","1","1","1","0","1","0","1","1","1","0","0","0","2","M","[15,25]","Single","Other","13"
"1","1","1","1","0","1","1","1","1","1","0","1","1","1","0","1","0","1","M","(55,65]","Married","Management","14"
"1","1","0","1","0","0","0","1","1","0","0","0","1","1","1","1","0","2","F","(35,45]","Married","Employee","10"
"0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","2","M","(65,75]","Married","Manual labourer","4"
"1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1","0","2","M","(25,35]","Single","Management","14"
"1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","3","M","(35,45]","Divorcee","Management","8"
"1","1","1","1","1","1","1","0","1","0","0","0","1","1","0","1","0","2","M","(25,35]","Single","Management","12"
"1","1","0","1","1","0","0","1","1","0","0","0","1","1","0","1","0","2","F","(35,45]","Divorcee","Employee","10"
"1","0","0","1","0","0","0","1","0","0","0","0","0","0","0","1","0","3","F","(75,85]","Married","Employee","5"
"1","1","1","0","1","1","1","1","1","0","0","0","1","0","0","1","0","0","F","(25,35]","Single","Employee","10"
"1","1","1","0","0","1","0","1","0","0","0","0","1","0","0","0","0","3","F","[15,25]","Single","Employee","7"
"1","1","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","1","M","(45,55]","Remarried","Management","9"
"1","1","0","0","1","0","0","1","0","0","0","0","1","0","1","0","0","3","F","(65,75]","Married","Employee","7"
"1","1","1","1","0","0","0","0","1","0","1","0","1","0","1","0","0","2","F","(35,45]","Married","Employee","9"
"1","1","1","1","1","1","1","0","1","0","0","0","1","0","0","0","0","4","M","(35,45]","Married","Management","10"
"1","1","1","1","1","1","1","0","1","0","0","0","0","1","0","1","0","2","F","[15,25]","Single","Unskilled worker","11"
"1","1","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","4","F","(45,55]","Divorcee","Technician","8"
"1","1","1","1","1","0","1","0","1","1","0","1","0","0","0","0","0","3","F","(65,75]","Widower","Employee","10"
"1","1","1","1","1","1","0","1","1","0","0","1","0","0","0","0","0","4","M","(35,45]","Married","Employee","10"
"1","1","0","1","1","1","1","1","1","0","0","1","1","1","0","0","0","2","M","(55,65]","Married","Management","12"
"0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","M","(25,35]","Married","Unskilled worker","3"
"1","1","1","0","1","1","1","1","1","1","0","1","1","0","0","1","0","1","F","(35,45]","Married","Foreman","13"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","F","(65,75]","Married","Employee","1"
"1","1","0","0","0","1","1","0","0","1","0","0","0","0","0","1","1","3","M","(65,75]","Married","Management","8"
"1","1","1","1","1","1","1","1","0","0","0","0","1","1","0","1","0","3","F","(35,45]","Single","Management","12"
"1","1","1","1","1","1","1","1","1","0","0","0","0","0","0","1","0","2","M","(25,35]","Single","Manual labourer","11"
"1","1","1","0","1","0","1","0","0","1","0","0","1","1","0","1","0","2","F","(35,45]","Single","Foreman","10"
"1","1","1","1","1","1","1","1","0","1","0","0","1","1","1","1","1","2","F","(25,35]","Married","Management","15"
"1","1","1","1","1","1","1","1","0","0","0","0","1","0","1","1","0","2","F","(25,35]","Married","Employee","12"
"1","1","0","1","0","1","1","1","0","0","0","0","0","0","0","0","0","2","M","(35,45]","Single","Management","7"
"1","1","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","2","M","(75,85]","Single","Other","5"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","M","(35,45]","Single","Unskilled worker","2"
"1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","1","0","3","F","[15,25]","Single","Employee","12"
"1","1","1","0","1","1","0","0","1","0","1","1","1","1","0","1","0","0","M","(45,55]","Married","Management","11"
"1","1","0","0","0","0","0","1","0","1","0","0","0","0","1","1","0","0","F","(25,35]","Married","Foreman","6"
"1","1","1","1","1","1","1","1","1","1","0","1","0","1","0","1","0","4","F","(55,65]","Single","Management","14"
"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","M","(75,85]","Widower","Management","3"
"1","1","1","1","1","1","0","1","1","0","0","0","0","1","1","1","0","3","F","(45,55]","Married","Foreman","12"
"1","0","1","0","1","1","1","0","0","1","0","0","1","0","0","0","0","1","F","(35,45]","Single","Technician","8"
"1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","0","1","F","(25,35]","Single","Management","15"
"1","1","0","0","1","0","0","1","1","1","0","0","0","0","0","0","0","4","F","(75,85]","Widower","Unskilled worker","7"
"1","1","1","0","0","1","0","1","0","0","0","0","0","0","1","1","0","3","F","(25,35]","Single","Foreman","8"
"1","0","0","0","0","0","0","1","1","0","0","0","0","1","0","0","0","3","M","(65,75]","Married","Employee","5"
"0","1","1","0","0","1","0","0","0","1","1","0","0","0","0","1","1","3","M","(25,35]","Married","Unskilled worker","8"
"1","1","1","1","1","1","1","1","1","0","0","0","1","0","0","0","0","3","F","(35,45]","Divorcee","Employee","11"
"1","0","0","0","1","1","0","0","0","1","0","1","1","0","0","1","0","0","M","(35,45]","Single","Employee","7"
"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","M","(25,35]","Single","Unskilled worker","3"
"1","1","1","1","1","0","1","0","0","0","0","0","0","0","0","1","0","2","M","(35,45]","Single","Management","8"
"1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","4","F","(45,55]","Married","Employee","5"
"1","1","0","1","0","0","0","0","0","0","0","0","1","0","0","1","0","1","M","(35,45]","Married","Unskilled worker","6"
"0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","2","F","[15,25]","Single","Employee","3"
"1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","F","[15,25]","Single","Manual labourer","5"
"1","1","1","1","1","1","1","0","1","0","0","0","1","1","0","1","0","2","M","(35,45]","Married","Technician","12"
"0","1","1","0","0","0","1","0","0","1","0","0","1","0","0","0","0","0","M","(25,35]","Single","Unskilled worker","5"
"1","1","1","0","1","1","0","1","1","0","0","0","0","0","0","0","0","1","F","(45,55]","Married","Management","8"
"1","1","1","1","1","0","1","1","1","0","1","0","0","0","0","0","0","4","F","(55,65]","Single","Employee","10"
"1","1","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","3","F","(45,55]","Divorcee","Manual labourer","5"
"0","1","1","1","1","1","0","1","1","0","0","0","1","0","0","1","0","4","M","[15,25]","Single","Management","10"
"1","1","1","1","1","1","1","1","1","1","0","0","1","1","0","1","0","2","F","(35,45]","Married","Management","14"
"1","1","1","1","1","0","1","0","1","0","0","0","0","1","0","1","0","2","F","(35,45]","Married","Management","10"
"1","1","1","1","1","0","0","0","0","1","0","0","0","0","0","0","0","3","M","(35,45]","Single","Employee","7"
"1","1","1","0","1","1","1","1","1","0","0","0","0","1","1","1","1","3","F","(25,35]","Single","Foreman","13"
"0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","1","0","1","F","(45,55]","Divorcee","Foreman","4"
"1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","3","F","(55,65]","Divorcee","Employee","4"
"1","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","F","[15,25]","Single","Employee","5"
"0","0","0","1","1","0","0","1","1","0","1","0","0","0","0","0","0","2","M","(45,55]","Married","Other","6"
"1","1","1","1","1","1","0","1","0","1","1","0","1","1","1","1","0","4","F","[15,25]","Single","Foreman","14"
"1","1","0","1","0","0","0","1","1","0","0","1","0","1","0","0","0","3","M","(75,85]","Married","Manual labourer","8"
"1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","M","(25,35]","Married","Management","3"
"1","1","1","1","1","1","0","1","1","1","1","0","1","1","0","1","0","2","F","(35,45]","Divorcee","Management","14"
"1","1","1","0","0","1","0","0","0","0","0","0","1","0","0","0","1","4","M","[15,25]","Single","Unskilled worker","7"
"1","1","1","0","1","0","0","0","1","0","0","0","1","0","0","0","0","4","F","(45,55]","Married","Management","7"
"1","1","0","1","1","0","1","0","0","1","0","1","0","0","1","1","0","4","F","(35,45]","Married","Employee","10"
"1","1","0","0","1","0","1","1","1","0","0","0","1","1","0","1","0","0","M","(55,65]","Married","Manual labourer","9"
"1","1","1","1","1","1","1","1","1","1","0","0","1","0","0","1","1","3","M","(25,35]","Single","Manual labourer","14"
"1","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","4","F","(35,45]","Single","Employee","5"
"1","0","1","0","0","1","0","0","1","0","0","0","0","0","0","1","1","0","M","(55,65]","Married","Management","6"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","3","F","(65,75]","Married","Employee","2"
"1","1","1","0","0","1","1","1","1","0","0","1","0","1","1","0","0","4","F","(55,65]","Married","Foreman","11"
"1","1","0","0","0","1","0","0","1","0","1","0","0","1","0","0","0","2","F","(35,45]","Married","Employee","7"
"1","1","0","0","1","1","0","0","0","0","0","0","0","1","0","1","0","2","F","(25,35]","Married","Employee","7"
"1","1","1","0","0","1","1","1","0","0","0","0","0","0","0","1","0","3","F","[15,25]","Single","Employee","8"
"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","M","(75,85]","Married","Manual labourer","3"
"1","0","1","0","0","0","1","1","0","0","0","0","1","0","0","0","0","3","M","(55,65]","Married","Manual labourer","6"
"0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","2","M","(35,45]","Married","Manual labourer","4"
"0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","4","M","(25,35]","Single","Manual labourer","3"
"1","1","1","1","0","1","0","0","1","1","1","0","1","1","0","0","0","2","M","(35,45]","Single","Management","11"
"1","1","1","0","0","0","1","1","0","1","0","1","1","0","0","1","0","4","M","[15,25]","Single","Unskilled worker","10"
"1","1","0","1","1","0","1","0","1","0","0","0","0","0","1","1","0","1","F","(75,85]","Single","Foreman","9"
"1","1","1","1","1","0","1","1","1","0","0","0","1","1","1","0","0","3","F","(35,45]","Married","Manual labourer","12"
"1","1","1","1","1","0","1","1","1","1","0","1","0","1","1","1","0","4","F","(65,75]","Married","Management","14"
"1","1","1","1","1","1","1","1","1","1","0","0","0","1","0","1","0","3","F","(25,35]","Single","Employee","13"
"1","1","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","4","M","(25,35]","Single","Unskilled worker","6"
"1","1","0","0","1","0","1","1","1","0","1","0","1","0","0","1","0","2","F","(45,55]","Remarried","Employee","10"
"1","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","4","F","(75,85]","Married","Employee","4"
"1","1","0","0","0","1","0","1","0","1","0","0","1","0","1","1","0","1","F","(25,35]","Married","Foreman","9"
"1","1","1","1","1","1","1","0","1","1","0","0","1","1","1","1","0","0","F","(25,35]","Single","Foreman","13"
"1","1","1","1","1","0","0","0","0","0","0","0","1","0","0","1","0","1","M","(45,55]","Divorcee","Employee","8"
"1","1","1","1","1","1","0","1","1","1","0","0","1","0","0","1","0","4","M","[15,25]","Single","Employee","12"
"1","1","1","1","1","1","1","1","0","1","0","0","1","0","1","0","0","2","M","(25,35]","Single","Employee","12"
"1","1","1","0","1","1","0","0","0","0","0","0","1","1","0","1","0","4","F","(55,65]","Divorcee","Employee","9"
"1","0","0","1","1","0","0","1","1","1","0","0","1","1","0","1","0","2","F","(55,65]","Single","Management","10"
"1","1","1","1","0","1","1","1","1","0","0","1","0","0","0","1","0","4","F","(25,35]","Married","Employee","11"
"1","0","1","0","0","0","1","0","1","0","0","0","0","0","0","0","0","2","F","(55,65]","Remarried","Employee","5"
"1","0","0","0","0","0","1","1","1","0","0","0","0","1","0","0","0","1","M","(45,55]","Married","Management","6"
"1","1","0","1","1","0","0","1","1","1","1","0","0","1","1","1","0","4","F","(35,45]","Married","Management","12"
"0","1","1","1","0","1","0","1","0","0","0","0","1","1","1","1","0","2","F","(35,45]","Married","Employee","10"
"0","0","1","0","0","1","0","1","1","0","0","0","1","1","0","0","1","2","M","(45,55]","Married","Foreman","8"
"0","1","1","1","0","0","1","0","1","1","0","0","0","0","0","0","0","4","M","(35,45]","Married","Technician","7"
"1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","1","F","(75,85]","Married","Unskilled worker","4"
"1","1","1","0","0","1","1","1","0","0","0","1","1","1","0","1","0","2","M","(35,45]","Divorcee","Management","11"
"1","1","1","1","1","1","1","0","0","0","0","0","1","1","1","0","0","0","M","(35,45]","Single","Management","10"
"0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","1","3","M","(25,35]","Married","Employee","5"
"0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","F","(55,65]","Married","Employee","2"
"1","1","1","1","1","1","1","1","1","1","1","0","1","0","0","1","0","3","M","(25,35]","Single","Technician","14"
"0","0","0","0","0","1","1","1","0","0","0","1","1","1","0","0","0","0","M","(45,55]","Married","Technician","6"
"1","1","1","1","1","1","1","1","1","0","0","0","1","1","0","0","0","4","M","(25,35]","Single","Employee","12"
"1","1","0","0","0","0","1","1","0","0","0","0","1","1","0","0","0","2","M","(45,55]","Married","Management","7"
"1","1","0","0","0","1","0","1","0","0","1","0","1","1","1","1","0","4","F","[15,25]","Single","Employee","10"
"1","1","0","0","0","0","1","0","0","0","0","1","1","1","0","1","1","0","M","(65,75]","Married","Manual labourer","8"
"0","1","1","0","0","0","0","0","1","0","0","0","0","0","0","1","0","1","M","(45,55]","Married","Technician","5"
"1","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","4","F","(75,85]","Widower","Foreman","4"
"1","1","0","0","0","0","0","1","0","0","0","0","0","1","0","0","1","2","F","(45,55]","Married","Employee","6"
"0","0","0","0","1","0","0","0","1","0","0","0","0","0","1","0","0","2","F","(75,85]","Widower","Employee","4"
"0","0","1","0","0","0","0","0","0","0","0","0","1","1","0","1","0","4","M","(35,45]","Married","Manual labourer","5"
"1","1","1","0","0","0","1","1","0","0","0","0","1","1","0","0","0","0","M","(65,75]","Married","Manual labourer","7"
"0","0","0","0","0","0","0","1","0","0","0","0","1","1","0","0","0","4","M","(55,65]","Married","Unskilled worker","4"
"1","1","1","1","0","1","0","1","1","0","1","0","1","0","0","1","0","4","M","(35,45]","Divorcee","Employee","11"
"0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","4","F","(45,55]","Divorcee","Employee","3"
"1","1","1","0","1","1","0","0","1","0","0","0","0","0","0","1","0","2","F","(25,35]","Single","Employee","8"
"1","1","0","0","1","1","0","1","0","0","0","0","0","0","0","0","0","4","F","(25,35]","Married","Employee","6"
"0","1","0","0","0","0","0","0","0","0","0","0","1","1","0","1","0","4","M","(25,35]","Single","Manual labourer","5"
"1","1","1","0","0","0","1","1","1","0","0","1","1","1","0","0","0","1","M","(45,55]","Remarried","Management","10"
"1","0","1","0","1","0","1","1","0","0","1","0","1","0","0","0","0","4","M","(55,65]","Widower","Employee","8"
"1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","2","M","(75,85]","Married","Manual labourer","3"
"1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","F","(25,35]","Single","Employee","2"
"1","1","1","0","1","0","1","1","1","0","0","1","1","1","1","1","0","4","F","(45,55]","Remarried","Employee","13"
"0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","3","F","(45,55]","Divorcee","Employee","3"
"1","1","1","1","1","1","0","1","0","0","0","0","0","0","0","1","0","4","F","(55,65]","Married","Management","9"
"0","0","1","1","0","0","1","0","0","0","0","0","0","0","1","0","0","4","F","(25,35]","Single","Employee","5"
"1","1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","3","F","(25,35]","Single","Employee","5"
"1","1","1","1","1","0","0","1","0","0","0","0","0","1","0","0","0","4","F","(35,45]","Widower","Unskilled worker","8"
"1","1","1","0","0","0","1","1","1","0","1","0","0","0","0","0","0","4","F","(45,55]","Married","Employee","8"
"1","1","1","1","1","1","1","1","1","1","0","1","0","1","1","1","0","4","F","(45,55]","Married","Foreman","15"
"0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","3","F","(25,35]","Single","Employee","4"
"0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","1","0","3","F","(75,85]","Widower","Employee","4"
"0","0","1","0","0","1","0","1","0","0","0","0","1","1","0","1","0","4","M","(45,55]","Married","Manual labourer","7"
"1","0","0","0","0","0","0","1","0","0","0","0","1","1","0","1","0","4","M","(45,55]","Married","Manual labourer","6"
"1","1","0","1","0","0","0","0","0","0","0","0","1","1","0","1","1","3","F","(45,55]","Married","Unskilled worker","8"
"1","1","0","1","1","0","0","0","1","1","0","0","0","1","0","1","0","4","F","(65,75]","Widower","Employee","9"
"1","1","1","0","1","1","0","1","1","0","1","0","1","1","0","1","0","1","M","(25,35]","Married","Management","12"
"1","1","1","1","1","1","0","1","1","0","0","1","1","1","1","1","0","4","F","(35,45]","Married","Employee","14"
"1","1","1","0","1","0","0","0","1","0","0","0","1","1","0","1","0","2","F","(65,75]","Married","Other","9"
"1","1","0","0","1","0","1","1","1","0","0","0","0","1","0","0","0","2","M","(55,65]","Married","Employee","8"
"1","1","1","1","1","1","1","0","1","1","0","1","1","1","0","1","0","3","M","(25,35]","Married","Foreman","14"
"0","0","0","0","0","0","0","1","1","0","0","0","0","1","0","1","0","2","M","(35,45]","Married","Manual labourer","5"
"1","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","4","F","(35,45]","Single","Employee","16"
"1","1","1","0","1","1","0","1","1","0","0","0","1","1","1","1","0","1","F","(45,55]","Remarried","Employee","12"
"1","1","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","F","(75,85]","Widower","Employee","4"
"1","1","0","0","0","1","0","1","0","0","1","0","1","0","0","0","1","3","F","(25,35]","Divorcee","Manual labourer","8"
"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","F","(45,55]","Remarried","Employee","2"
"1","1","1","0","0","0","1","1","0","1","0","0","1","0","0","0","0","1","M","(25,35]","Divorcee","Foreman","8"
"0","1","0","1","0","1","0","0","0","0","0","0","1","1","0","1","1","2","F","(25,35]","Married","Unskilled worker","8"
"1","1","0","1","0","0","0","1","1","0","0","1","1","1","1","1","0","1","F","(45,55]","Married","Employee","11"
"1","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","1","3","M","(75,85]","Remarried","Foreman","5"
"0","1","1","1","0","1","1","0","0","0","0","0","1","0","0","0","1","4","M","[15,25]","Single","Employee","8"
"1","0","0","0","1","0","0","0","1","0","0","1","1","1","0","0","1","0","M","(55,65]","Married","Management","7"
"1","0","0","0","1","0","0","1","0","0","0","0","1","1","0","0","1","2","M","(35,45]","Married","Manual labourer","7"
"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","F","(75,85]","Widower","Unskilled worker","1"
