"","Sport","Walk","Travel","Fish","Gender","Age","Marital.St","Prof"
"42016610","1","0","1","0","F","(45,55]","Single","Employee"
"42016810","0","0","1","0","F","(65,75]","Widower","Employee"
"42017110","1","1","1","0","F","(45,55]","Married","Employee"
"42017210","1","1","0","1","M","(35,45]","Married","Manual labourer"
"42017310","1","0","0","0","M","[15,25]","Single","Unskilled worker"
"42017610","1","1","1","0","M","(55,65]","Married","Manual labourer"
"42017710","0","0","0","1","M","(45,55]","Married","Unskilled worker"
"42017810","0","1","0","0","F","[15,25]","Single","Unskilled worker"
"42018010","0","0","1","0","M","(35,45]","Married","Manual labourer"
"42018110","0","1","1","0","M","(35,45]","Married","Management"
"42018310","0","0","0","0","F","[15,25]","Married","Unskilled worker"
"42018410","0","0","0","0","F","(45,55]","Married","Other"
"42018510","1","1","1","0","M","(45,55]","Married","Management"
"42018610","0","0","0","0","F","(75,85]","Married","Employee"
"42018710","0","1","0","0","F","(55,65]","Married","Unskilled worker"
"42018810","0","0","0","0","M","(25,35]","Remarried","Manual labourer"
"42018910","0","1","0","0","F","(45,55]","Married","Other"
"42019010","0","1","0","0","F","(35,45]","Married","Other"
"42019310","0","0","0","0","F","[15,25]","Single","Employee"
"42019410","0","1","1","0","F","(65,75]","Widower","Employee"
"42019510","0","1","1","0","M","(55,65]","Single","Manual labourer"
"42019610","0","1","0","0","M","(35,45]","Married","Manual labourer"
"42019710","1","1","0","0","F","(45,55]","Married","Employee"
"42019810","1","1","1","0","F","[15,25]","Single","Employee"
"42019910","0","1","1","0","F","(65,75]","Married","Employee"
"42020110","1","1","1","1","M","(55,65]","Married","Management"
"42020210","0","0","0","0","F","(85,100]","Widower","Manual labourer"
"42020310","1","1","1","1","F","[15,25]","Single","Employee"
"42020410","0","1","0","0","M","(35,45]","Divorcee","Foreman"
"42020510","0","0","0","0","F","(35,45]","Single","Unskilled worker"
"42020610","1","1","0","0","F","(25,35]","Married","Employee"
"42020710","1","1","1","0","F","(25,35]","Single","Employee"
"42021010","1","0","0","0","M","[15,25]","Single","Employee"
"42021110","0","1","0","0","M","(75,85]","Married","Foreman"
"42021210","0","0","1","0","F","(55,65]","Single","Management"
"42021310","1","1","1","0","F","(25,35]","Divorcee","Management"
"42021510","1","0","1","0","F","(25,35]","Single","Foreman"
"42021810","0","0","0","0","M","(55,65]","Divorcee","Manual labourer"
"42022110","0","1","1","0","F","(25,35]","Single","Manual labourer"
"42022210","0","0","1","0","F","[15,25]","Single","Employee"
"42022410","1","1","1","0","F","(35,45]","Married","Foreman"
"42022510","1","1","1","0","F","(25,35]","Single","Management"
"42022610","0","1","1","0","F","(45,55]","Divorcee","Management"
"42022710","0","0","0","0","M","(45,55]","Remarried","Employee"
"42023210","0","1","1","0","M","(55,65]","Single","Management"
"42023310","0","1","1","0","F","(55,65]","Married","Management"
"42023410","0","0","1","0","M","(65,75]","Married","Technician"
"42023510","0","0","1","0","F","(85,100]","Widower","Management"
"42023610","1","1","1","0","F","(35,45]","Married","Management"
"42023810","0","1","0","0","M","(65,75]","Married","Unskilled worker"
"42024010","0","1","1","0","M","(25,35]","Remarried","Foreman"
"42024210","1","0","1","0","F","[15,25]","Single","Employee"
"42024310","1","0","0","0","F","(35,45]","Married","Employee"
"42024410","0","1","0","0","M","(35,45]","Divorcee","Employee"
"42024510","0","0","0","0","F","(75,85]","Widower","Employee"
"42024710","0","1","0","0","M","(45,55]","Married","Foreman"
"42024810","1","1","0","1","M","(35,45]","Divorcee","Manual labourer"
"42024910","1","1","0","0","F","(55,65]","Married","Employee"
"42025210","0","1","1","0","M","(65,75]","Married","Manual labourer"
"42025310","1","1","0","0","F","(55,65]","Widower","Management"
"42025410","0","0","0","0","F","(85,100]","Widower","Manual labourer"
"42025510","1","0","1","0","F","(25,35]","Married","Employee"
"42025810","0","0","0","0","F","(45,55]","Married","Unskilled worker"
"42026010","1","1","0","0","M","(25,35]","Single","Technician"
"42026210","1","0","1","0","M","(25,35]","Single","Foreman"
"42026310","0","1","0","0","M","(35,45]","Single","Unskilled worker"
"42026710","1","0","1","0","F","(35,45]","Married","Foreman"
"42027110","0","1","1","0","F","(55,65]","Widower","Unskilled worker"
"42027610","0","1","1","0","M","(75,85]","Widower","Unskilled worker"
"42028010","1","0","1","0","M","(35,45]","Married","Employee"
"42028110","1","0","1","0","F","(45,55]","Married","Technician"
"42028210","0","0","1","0","M","(55,65]","Married","Technician"
"42028310","1","0","1","0","F","(25,35]","Married","Manual labourer"
"42028510","1","0","0","0","M","(55,65]","Married","Management"
"42028610","1","1","1","0","M","(45,55]","Married","Management"
"42028710","0","0","0","0","F","(25,35]","Single","Employee"
"42029010","0","0","1","0","F","(25,35]","Married","Unskilled worker"
"42029110","1","0","1","0","M","(25,35]","Single","Foreman"
"42029210","1","1","1","0","M","(45,55]","Married","Management"
"42029310","0","1","0","0","M","(55,65]","Married","Manual labourer"
"42029410","1","1","1","0","M","(45,55]","Married","Management"
"42029510","0","1","0","0","M","(35,45]","Remarried","Manual labourer"
"42029610","1","0","1","0","F","(75,85]","Widower","Employee"
"42029710","1","0","1","0","F","(25,35]","Single","Foreman"
"42030110","1","1","1","0","F","(35,45]","Divorcee","Employee"
"42030310","0","1","1","0","M","(55,65]","Married","Foreman"
"42030710","1","0","0","0","F","(55,65]","Divorcee","Employee"
"42030810","1","1","1","0","M","(35,45]","Married","Technician"
"42031010","1","1","0","0","M","(35,45]","Divorcee","Foreman"
"42031210","1","0","1","0","F","(45,55]","Married","Unskilled worker"
"42031510","0","1","1","0","M","(65,75]","Married","Foreman"
"42032210","1","1","1","0","F","(35,45]","Divorcee","Employee"
"42032310","1","1","0","0","F","(25,35]","Single","Employee"
"42032410","1","1","1","0","F","[15,25]","Married","Employee"
"42032610","0","0","0","0","M","(75,85]","Widower","Technician"
"42032810","0","1","0","0","F","(35,45]","Divorcee","Employee"
"42032910","0","0","1","0","F","(25,35]","Married","Employee"
"42033010","0","0","1","0","F","(55,65]","Remarried","Employee"
"42033110","0","1","1","0","F","(65,75]","Widower","Employee"
"42033210","0","0","0","0","F","(55,65]","Widower","Employee"
"42033810","0","0","0","0","F","(65,75]","Widower","Unskilled worker"
"42034010","0","0","0","0","F","(45,55]","Widower","Unskilled worker"
"42034310","0","1","0","0","M","(25,35]","Married","Foreman"
"42034610","0","0","1","0","F","(65,75]","Divorcee","Technician"
"42035210","1","0","1","0","F","(35,45]","Remarried","Employee"
"42035310","1","1","1","0","M","[15,25]","Single","Employee"
"42035410","1","1","1","0","F","(35,45]","Single","Employee"
"42035610","1","1","0","0","F","[15,25]","Married","Employee"
"42035710","0","0","1","0","F","(25,35]","Single","Employee"
"42035810","0","0","1","0","M","(35,45]","Single","Manual labourer"
"42035910","0","0","1","0","F","(45,55]","Married","Employee"
"42036010","1","1","0","0","F","(25,35]","Married","Employee"
"42036210","0","1","0","0","F","(65,75]","Widower","Employee"
"42036310","0","1","1","0","F","(75,85]","Widower","Employee"
"42036410","1","0","0","0","F","(65,75]","Remarried","Manual labourer"
"42036510","1","0","1","0","M","(35,45]","Married","Management"
"42036610","0","1","1","0","M","(75,85]","Widower","Other"
"42036710","0","0","0","0","M","(45,55]","Remarried","Employee"
"42036810","1","0","1","0","M","(35,45]","Divorcee","Manual labourer"
"42036910","0","0","0","0","F","(75,85]","Remarried","Other"
"42037010","1","1","1","0","M","(45,55]","Married","Management"
"42037110","1","1","1","0","F","(25,35]","Married","Management"
"42037310","1","1","1","0","F","(55,65]","Single","Foreman"
"42037410","0","1","1","0","F","(35,45]","Married","Employee"
"42037510","0","1","0","0","F","(25,35]","Married","Unskilled worker"
"42038110","1","1","0","0","F","(65,75]","Married","Employee"
"42038210","0","1","0","0","M","(25,35]","Single","Unskilled worker"
"42038310","0","1","1","0","F","(35,45]","Married","Employee"
"42038410","1","1","1","0","M","(55,65]","Married","Employee"
"42038510","0","0","0","1","M","(35,45]","Married","Manual labourer"
"42038810","1","0","0","0","F","[15,25]","Single","Foreman"
"42038910","0","0","1","0","M","(25,35]","Single","Unskilled worker"
"42039210","0","1","0","0","F","(75,85]","Married","Management"
"42039310","0","0","0","0","M","(55,65]","Married","Unskilled worker"
"42039410","0","1","0","0","M","(45,55]","Single","Employee"
"42039510","0","0","0","0","F","(75,85]","Widower","Foreman"
"42039610","1","1","1","1","M","(35,45]","Married","Manual labourer"
"42039710","1","1","0","0","M","(35,45]","Single","Technician"
"42039810","0","0","0","0","M","(35,45]","Divorcee","Manual labourer"
"42040010","0","1","1","0","M","(75,85]","Married","Foreman"
"42040110","0","0","0","0","F","(25,35]","Divorcee","Manual labourer"
"42040410","0","0","1","1","F","(65,75]","Remarried","Employee"
"42040810","0","1","1","0","F","(45,55]","Married","Employee"
"42041010","1","1","1","0","F","(55,65]","Single","Management"
"42041210","0","0","1","0","M","(25,35]","Married","Technician"
"42041410","1","1","1","0","M","(35,45]","Married","Manual labourer"
"42042110","1","1","1","0","F","(45,55]","Remarried","Management"
"42042310","1","1","1","1","M","(45,55]","Married","Manual labourer"
"42042410","1","1","1","1","F","(25,35]","Single","Employee"
"42042510","0","1","1","0","M","(35,45]","Divorcee","Manual labourer"
"42042710","0","1","1","0","F","(45,55]","Remarried","Employee"
"42042810","0","0","1","0","F","(75,85]","Widower","Employee"
"42042910","1","0","1","0","M","(25,35]","Single","Manual labourer"
"42043310","1","1","1","0","M","(35,45]","Married","Manual labourer"
"42043610","1","1","1","0","M","(45,55]","Married","Manual labourer"
"42043710","1","1","1","0","M","(45,55]","Married","Manual labourer"
"42043910","1","1","1","0","M","(35,45]","Remarried","Management"
"42044110","0","1","1","0","F","(55,65]","Remarried","Employee"
"42044310","1","0","0","0","F","(55,65]","Married","Foreman"
"42044410","0","1","0","0","M","(45,55]","Married","Management"
"43000310","0","0","1","0","F","(75,85]","Married","Employee"
"43000810","1","0","0","0","F","(35,45]","Married","Unskilled worker"
"43000910","0","0","0","0","M","[15,25]","Single","Manual labourer"
"43001010","0","1","0","0","F","(55,65]","Divorcee","Management"
"43001110","1","1","0","0","F","[15,25]","Single","Employee"
"43001410","0","1","1","1","M","(35,45]","Married","Foreman"
"43001610","1","0","0","0","M","(25,35]","Married","Employee"
"43001710","0","1","1","0","F","(45,55]","Divorcee","Technician"
"43002110","1","0","0","0","F","(35,45]","Married","Management"
"43002210","0","0","0","0","F","(45,55]","Divorcee","Employee"
"43002410","1","0","0","0","F","(35,45]","Widower","Employee"
"43002610","1","1","0","0","M","(25,35]","Single","Foreman"
"43002710","1","1","1","0","M","(35,45]","Single","Technician"
"43002810","0","1","1","0","F","(45,55]","Single","Management"
"43002910","1","0","1","0","M","(55,65]","Married","Management"
"43003010","0","0","1","0","F","(55,65]","Remarried","Employee"
"43003110","1","0","0","0","F","(75,85]","Married","Employee"
"43003210","0","0","0","0","M","(35,45]","Single","Unskilled worker"
"43003310","0","1","1","0","M","(45,55]","Single","Unskilled worker"
"43003410","0","0","1","0","F","(55,65]","Divorcee","Employee"
"43003510","0","1","0","0","F","(25,35]","Single","Unskilled worker"
"43003710","1","0","1","0","M","(35,45]","Divorcee","Management"
"43003810","1","0","0","0","M","[15,25]","Single","Manual labourer"
"43004010","0","0","0","0","F","(25,35]","Married","Employee"
"43004110","0","1","0","0","F","(45,55]","Married","Employee"
"43004210","0","1","0","0","M","(35,45]","Married","Employee"
"43004310","0","0","1","0","F","(25,35]","Single","Manual labourer"
"43004410","1","1","0","0","M","(25,35]","Single","Management"
"43004510","1","0","0","0","M","(45,55]","Married","Management"
"43004610","1","0","0","0","M","(45,55]","Married","Technician"
"43004710","0","0","0","0","F","(75,85]","Widower","Unskilled worker"
"43004810","1","0","0","0","F","(35,45]","Single","Employee"
"43004910","1","1","1","0","F","(25,35]","Married","Other"
"43005210","1","1","0","0","F","(35,45]","Single","Employee"
"43005310","0","1","1","0","F","(45,55]","Widower","Employee"
"43005410","1","1","1","0","F","(45,55]","Married","Foreman"
"43005510","1","0","1","0","F","(45,55]","Married","Employee"
"43005610","0","0","1","0","F","(25,35]","Single","Employee"
"43005710","0","0","1","0","F","(55,65]","Married","Employee"
"43005810","0","0","0","0","F","(45,55]","Widower","Unskilled worker"
"43006110","1","0","0","1","F","[15,25]","Single","Employee"
"43006310","0","1","1","0","F","(45,55]","Married","Unskilled worker"
"43006410","0","1","0","1","M","(55,65]","Married","Manual labourer"
"43006510","0","0","0","0","M","(55,65]","Married","Unskilled worker"
"43006610","1","0","1","0","M","(55,65]","Married","Employee"
"43006710","0","0","1","0","M","(25,35]","Married","Foreman"
"43006810","0","0","1","0","M","(45,55]","Married","Unskilled worker"
"43006910","0","0","1","0","F","(65,75]","Married","Employee"
"43007010","0","1","1","0","F","(65,75]","Married","Employee"
"43007210","0","0","0","0","F","(25,35]","Single","Employee"
"43007410","1","1","1","0","F","(45,55]","Married","Employee"
"43007510","0","1","0","0","M","(75,85]","Married","Foreman"
"43007610","1","1","0","0","F","(35,45]","Married","Employee"
"43007810","0","1","0","0","F","(35,45]","Married","Employee"
"43007910","0","0","0","0","F","(55,65]","Divorcee","Employee"
"43008110","1","0","0","0","M","(35,45]","Single","Employee"
"43008210","1","1","0","0","F","(35,45]","Divorcee","Employee"
"43008610","0","0","1","0","F","(65,75]","Widower","Employee"
"43008810","0","0","1","0","F","(45,55]","Divorcee","Employee"
"43009010","0","1","0","0","M","(45,55]","Married","Technician"
"43009510","0","1","1","0","M","(55,65]","Married","Employee"
"43009610","0","0","0","0","M","(55,65]","Married","Employee"
"43009810","0","1","0","0","F","(75,85]","Widower","Manual labourer"
"43010110","1","1","0","1","M","[15,25]","Single","Manual labourer"
"43010310","1","1","0","0","M","(55,65]","Divorcee","Technician"
"43010610","0","1","1","0","F","(35,45]","Married","Employee"
"43011010","1","1","1","0","F","(35,45]","Single","Management"
"43011110","1","0","1","0","F","(45,55]","Married","Management"
"43011210","0","1","0","0","F","(35,45]","Divorcee","Unskilled worker"
"43011310","1","0","1","0","M","(45,55]","Married","Management"
"43011510","0","0","0","0","M","(25,35]","Single","Manual labourer"
"43011610","1","1","1","0","M","(55,65]","Married","Management"
"43011710","1","0","0","0","M","[15,25]","Single","Employee"
"43011810","0","1","0","0","F","(45,55]","Divorcee","Employee"
"43011910","0","1","1","0","M","(35,45]","Single","Employee"
"43012110","1","1","1","0","F","(25,35]","Married","Foreman"
"43012210","1","1","1","0","M","[15,25]","Single","Manual labourer"
"43012410","0","0","0","0","F","[15,25]","Single","Employee"
"43012510","0","1","0","0","M","(45,55]","Married","Management"
"43012710","1","1","0","0","F","(35,45]","Married","Employee"
"43012810","0","0","0","0","M","(65,75]","Married","Unskilled worker"
"43012910","0","1","0","0","F","(25,35]","Divorcee","Unskilled worker"
"43013010","1","1","1","0","M","(25,35]","Married","Employee"
"43013110","1","1","1","0","M","(25,35]","Married","Technician"
"43013310","1","0","0","0","M","[15,25]","Single","Unskilled worker"
"43013510","0","0","0","0","F","(65,75]","Widower","Unskilled worker"
"43013710","0","1","0","1","M","(45,55]","Remarried","Manual labourer"
"43013810","0","0","0","1","F","(45,55]","Widower","Unskilled worker"
"43014010","1","1","1","0","F","(25,35]","Married","Unskilled worker"
"43014210","0","0","0","0","F","(45,55]","Married","Manual labourer"
"43014310","1","1","1","0","M","(25,35]","Single","Manual labourer"
"43014510","1","1","1","0","F","(35,45]","Married","Employee"
"43014610","1","1","0","1","M","[15,25]","Single","Unskilled worker"
"43014810","1","1","1","0","F","(45,55]","Married","Employee"
"43015010","0","1","1","0","F","(45,55]","Married","Foreman"
"43015210","1","1","1","0","F","(25,35]","Married","Employee"
"43015410","0","0","1","0","M","(25,35]","Single","Foreman"
"43015810","1","1","1","0","M","(75,85]","Married","Management"
"43015910","0","0","0","0","F","(65,75]","Widower","Manual labourer"
"43016010","1","1","1","0","M","(45,55]","Divorcee","Manual labourer"
"43016110","1","0","0","0","F","[15,25]","Married","Employee"
"43016210","1","0","0","1","M","(35,45]","Single","Employee"
"43016410","1","0","0","0","F","(25,35]","Married","Employee"
"43016510","1","1","0","0","M","(65,75]","Married","Technician"
"43016710","0","1","0","0","F","(45,55]","Divorcee","Employee"
"43017110","1","1","1","0","M","(45,55]","Married","Management"
"43017210","0","1","0","0","F","(35,45]","Single","Employee"
"43017410","0","1","0","0","F","(25,35]","Single","Manual labourer"
"43017510","0","1","0","0","M","(55,65]","Divorcee","Manual labourer"
"43017610","0","0","1","0","F","(65,75]","Widower","Employee"
"43018310","0","1","0","0","F","(25,35]","Single","Unskilled worker"
"43018510","0","1","0","0","M","(25,35]","Married","Manual labourer"
"43018610","0","1","0","0","M","(55,65]","Married","Manual labourer"
"43018710","0","0","0","0","M","[15,25]","Single","Unskilled worker"
"43018810","1","1","1","0","F","(35,45]","Married","Other"
"43018910","1","0","1","0","F","(25,35]","Married","Employee"
"43019210","1","1","1","0","M","(35,45]","Married","Manual labourer"
"43019310","1","1","0","0","F","(65,75]","Married","Unskilled worker"
"43019410","0","0","0","0","M","(45,55]","Married","Foreman"
"43019510","1","1","1","1","M","(25,35]","Married","Technician"
"43019610","1","0","1","0","F","(45,55]","Married","Management"
"43020110","1","1","1","0","F","(35,45]","Married","Employee"
"43020210","0","0","0","0","F","(35,45]","Single","Unskilled worker"
"43020310","1","0","0","0","F","(25,35]","Married","Employee"
"43020410","1","1","1","0","F","(45,55]","Married","Technician"
"43020610","1","1","1","0","M","(55,65]","Married","Management"
"43020810","0","1","0","0","M","(25,35]","Married","Employee"
"43021010","0","0","0","0","M","(45,55]","Divorcee","Employee"
"43021110","0","1","0","0","F","(55,65]","Widower","Unskilled worker"
"43021210","1","1","1","0","M","(35,45]","Married","Foreman"
"43021310","0","1","1","0","F","(45,55]","Married","Foreman"
"43021410","1","1","1","0","F","(35,45]","Single","Foreman"
"43021610","0","0","0","0","M","(65,75]","Married","Technician"
"43021810","0","1","0","0","F","(65,75]","Widower","Unskilled worker"
"43021910","0","0","0","1","M","(55,65]","Married","Unskilled worker"
"43022310","1","1","0","0","F","(35,45]","Single","Employee"
"43022910","1","0","0","0","M","(25,35]","Single","Unskilled worker"
"43023010","0","1","1","0","F","(45,55]","Married","Other"
"43023110","0","0","0","1","M","(25,35]","Single","Unskilled worker"
"43023410","0","0","0","0","M","(55,65]","Married","Employee"
"43023610","1","0","0","0","F","(65,75]","Married","Unskilled worker"
"43023710","0","0","0","1","M","(45,55]","Married","Employee"
"43023910","0","0","0","0","F","(85,100]","Widower","Employee"
"43024010","1","0","1","0","M","(45,55]","Married","Management"
"43024110","0","1","0","0","F","(65,75]","Married","Employee"
"43024310","0","1","1","0","F","(55,65]","Divorcee","Employee"
"43024510","0","1","0","0","M","(75,85]","Married","Foreman"
"43024710","1","1","1","0","M","(25,35]","Married","Technician"
"43025210","0","1","0","0","M","(65,75]","Married","Manual labourer"
"43025310","0","1","1","0","F","(25,35]","Married","Manual labourer"
"43025510","1","1","0","0","F","(25,35]","Married","Employee"
"43025610","0","1","1","0","F","(45,55]","Married","Management"
"43025810","0","1","0","0","M","[15,25]","Single","Employee"
"43026910","0","1","1","0","F","(55,65]","Married","Employee"
"43027310","0","0","0","1","F","(25,35]","Single","Management"
"43027410","1","1","1","0","M","(45,55]","Married","Management"
"43027510","1","1","0","0","M","(65,75]","Married","Manual labourer"
"43027710","0","0","1","1","M","(45,55]","Married","Foreman"
"43028110","1","1","0","0","M","(35,45]","Married","Foreman"
"43028410","0","0","0","0","M","(55,65]","Remarried","Employee"
"43028610","0","0","0","0","F","(55,65]","Widower","Employee"
"43028710","0","1","1","1","M","(35,45]","Single","Manual labourer"
"43028910","0","1","0","0","F","(25,35]","Married","Unskilled worker"
"43029110","0","0","0","0","F","(35,45]","Married","Technician"
"43029210","0","1","0","1","M","(65,75]","Married","Technician"
"43029810","1","0","1","0","M","(45,55]","Married","Management"
"43030010","0","0","0","0","M","(45,55]","Married","Manual labourer"
"43030210","1","0","0","0","M","(55,65]","Married","Management"
"43030910","1","0","0","0","M","[15,25]","Single","Employee"
"43031110","0","0","0","0","F","(35,45]","Divorcee","Employee"
"43031410","0","0","0","0","F","[15,25]","Single","Employee"
"43031510","0","1","0","0","F","(35,45]","Divorcee","Employee"
"43031810","0","0","0","0","F","(35,45]","Widower","Manual labourer"
"43031910","1","1","0","0","M","(25,35]","Married","Foreman"
"43032210","0","1","0","0","F","(25,35]","Single","Employee"
"43032310","0","0","0","0","F","[15,25]","Single","Manual labourer"
"43032410","1","1","0","0","F","(45,55]","Widower","Employee"
"43032910","1","0","1","0","M","(35,45]","Married","Management"
"43033110","0","0","0","0","F","[15,25]","Single","Manual labourer"
"43033210","0","0","0","0","M","(65,75]","Married","Unskilled worker"
"43033310","0","1","1","0","F","(45,55]","Married","Unskilled worker"
"43033510","0","1","0","0","M","(55,65]","Married","Manual labourer"
"43033710","0","1","0","0","F","(35,45]","Single","Employee"
"43033910","0","0","0","1","M","(55,65]","Married","Manual labourer"
"43034310","1","1","0","0","F","(35,45]","Married","Employee"
"43034510","0","0","0","0","F","(25,35]","Single","Employee"
"43034610","0","0","0","0","F","(55,65]","Married","Manual labourer"
"43034710","1","1","0","0","F","(45,55]","Divorcee","Unskilled worker"
"43034810","0","0","1","1","M","(35,45]","Divorcee","Unskilled worker"
"43035310","0","0","0","0","M","(45,55]","Married","Manual labourer"
"43035410","0","1","0","0","F","(25,35]","Married","Employee"
"43035610","0","1","1","0","F","(75,85]","Divorcee","Manual labourer"
"43035710","1","1","1","0","F","(25,35]","Single","Management"
"43035910","0","0","1","0","M","(25,35]","Single","Manual labourer"
"43036010","0","0","0","0","F","(75,85]","Married","Employee"
"43036110","1","0","1","0","F","(25,35]","Married","Foreman"
"43036210","1","1","0","0","F","(35,45]","Single","Employee"
"43036410","1","1","1","0","F","(25,35]","Single","Employee"
"43037010","0","0","0","0","F","(65,75]","Married","Employee"
"43037210","0","1","1","0","M","(75,85]","Married","Foreman"
"43037310","0","1","0","0","F","(55,65]","Widower","Employee"
"43037610","0","0","0","0","M","(25,35]","Single","Technician"
"43037710","1","0","1","0","M","(45,55]","Married","Unskilled worker"
"43038110","1","1","1","1","M","(65,75]","Divorcee","Manual labourer"
"43038310","1","1","1","0","F","(45,55]","Married","Employee"
"43038510","1","0","0","1","M","(55,65]","Divorcee","Management"
"52000410","1","1","1","1","M","(45,55]","Married","Manual labourer"
"52000510","1","1","1","0","F","(35,45]","Married","Management"
"52000710","1","0","1","1","M","(35,45]","Married","Management"
"52000810","1","0","0","0","M","(25,35]","Single","Unskilled worker"
"52000910","1","1","0","0","F","(35,45]","Married","Employee"
"52001110","1","0","1","1","M","(25,35]","Married","Management"
"52001210","1","1","0","0","F","(35,45]","Married","Employee"
"52001310","0","1","1","0","F","(35,45]","Single","Employee"
"52001410","1","0","0","0","M","(25,35]","Single","Technician"
"52001610","1","1","0","0","F","(45,55]","Married","Foreman"
"52001710","0","1","0","0","M","(55,65]","Married","Foreman"
"52001910","1","0","1","0","F","(25,35]","Married","Employee"
"52002210","0","1","0","0","F","(35,45]","Married","Manual labourer"
"52002310","1","1","1","0","M","(25,35]","Remarried","Management"
"52002510","1","0","0","0","F","(45,55]","Married","Employee"
"52002710","1","0","1","1","M","(65,75]","Married","Management"
"52002810","0","1","0","0","F","(65,75]","Married","Manual labourer"
"52002910","1","0","1","1","M","(25,35]","Married","Foreman"
"52003010","1","1","0","0","M","(55,65]","Married","Technician"
"52003110","1","1","0","0","M","(35,45]","Single","Unskilled worker"
"52003710","1","1","0","0","F","(55,65]","Married","Employee"
"52003910","1","1","0","0","F","(55,65]","Married","Management"
"52004410","0","0","0","0","M","(35,45]","Single","Unskilled worker"
"52004510","0","0","0","0","F","(75,85]","Married","Employee"
"52004810","1","1","0","0","M","(45,55]","Remarried","Management"
"52005210","0","0","0","1","M","(45,55]","Divorcee","Manual labourer"
"52005410","0","1","1","0","F","(25,35]","Married","Employee"
"52005610","1","1","1","0","F","(35,45]","Married","Foreman"
"52005910","1","1","0","0","M","[15,25]","Single","Other"
"52006010","1","1","1","0","M","(55,65]","Married","Management"
"52006110","0","1","1","0","F","(35,45]","Married","Employee"
"52006510","0","0","0","0","M","(65,75]","Married","Manual labourer"
"52007010","1","1","1","0","M","(25,35]","Single","Management"
"52007310","1","1","0","0","M","(35,45]","Divorcee","Management"
"52007510","1","0","1","0","M","(25,35]","Single","Management"
"52007610","0","1","1","0","F","(35,45]","Divorcee","Employee"
"52007810","0","1","0","0","F","(75,85]","Married","Employee"
"52007910","1","1","1","0","F","(25,35]","Single","Employee"
"52008110","0","1","0","0","F","[15,25]","Single","Employee"
"52008210","0","1","1","0","M","(45,55]","Remarried","Management"
"52008610","0","1","0","0","F","(65,75]","Married","Employee"
"52008710","0","0","1","0","F","(35,45]","Married","Employee"
"52008810","1","0","1","0","M","(35,45]","Married","Management"
"52009210","1","0","1","0","F","[15,25]","Single","Unskilled worker"
"52009410","0","1","1","0","F","(45,55]","Divorcee","Technician"
"52009610","1","0","1","0","F","(65,75]","Widower","Employee"
"52009710","0","1","1","0","M","(35,45]","Married","Employee"
"52009910","1","1","1","0","M","(55,65]","Married","Management"
"52010010","0","0","0","0","M","(25,35]","Married","Unskilled worker"
"52010110","1","1","1","0","F","(35,45]","Married","Foreman"
"52010410","0","0","0","0","F","(65,75]","Married","Employee"
"52010510","1","0","0","1","M","(65,75]","Married","Management"
"52010910","1","1","0","0","F","(35,45]","Single","Management"
"52011110","1","1","1","0","M","(25,35]","Single","Manual labourer"
"52011210","1","0","0","0","F","(35,45]","Single","Foreman"
"52011410","1","1","0","1","F","(25,35]","Married","Management"
"52011710","1","1","0","0","F","(25,35]","Married","Employee"
"52011810","1","1","0","0","M","(35,45]","Single","Management"
"52012010","0","1","0","0","M","(75,85]","Single","Other"
"52012110","0","0","0","0","M","(35,45]","Single","Unskilled worker"
"52012410","1","1","1","0","F","[15,25]","Single","Employee"
"52012610","0","0","1","0","M","(45,55]","Married","Management"
"52012710","0","1","0","0","F","(25,35]","Married","Foreman"
"52012810","1","1","1","0","F","(55,65]","Single","Management"
"52013110","0","0","0","0","M","(75,85]","Widower","Management"
"52013510","0","1","1","0","F","(45,55]","Married","Foreman"
"52013610","1","0","0","0","F","(35,45]","Single","Technician"
"52013710","1","1","1","0","F","(25,35]","Single","Management"
"52013810","0","1","1","0","F","(75,85]","Widower","Unskilled worker"
"52013910","0","1","0","0","F","(25,35]","Single","Foreman"
"52014010","0","1","1","0","M","(65,75]","Married","Employee"
"52014110","0","0","0","1","M","(25,35]","Married","Unskilled worker"
"52014310","1","1","1","0","F","(35,45]","Divorcee","Employee"
"52014610","0","0","0","0","M","(35,45]","Single","Employee"
"52014810","0","0","0","0","M","(25,35]","Single","Unskilled worker"
"52015110","1","0","0","0","M","(35,45]","Single","Management"
"52015410","0","1","0","0","F","(45,55]","Married","Employee"
"52015510","0","0","0","0","M","(35,45]","Married","Unskilled worker"
"52015810","0","0","0","0","F","[15,25]","Single","Employee"
"52015910","0","0","0","0","F","[15,25]","Single","Manual labourer"
"52016010","1","0","1","0","M","(35,45]","Married","Technician"
"52016410","1","0","0","0","M","(25,35]","Single","Unskilled worker"
"52017010","0","1","1","0","F","(45,55]","Married","Management"
"52017110","1","1","1","0","F","(55,65]","Single","Employee"
"52017210","0","0","0","0","F","(45,55]","Divorcee","Manual labourer"
"52017310","0","1","1","0","M","[15,25]","Single","Management"
"52017510","1","1","1","0","F","(35,45]","Married","Management"
"52017710","1","0","1","0","F","(35,45]","Married","Management"
"52017810","0","0","0","0","M","(35,45]","Single","Employee"
"52018110","1","1","1","1","F","(25,35]","Single","Foreman"
"52018210","0","1","0","0","F","(45,55]","Divorcee","Foreman"
"52018310","0","0","0","0","F","(55,65]","Divorcee","Employee"
"52018410","1","0","0","0","F","[15,25]","Single","Employee"
